 GRD LAT LON SQ1 SQ2     LAT      LON      BOX    %   TOPOG  VEG               
5884  57  59  94  94   141.25   234.00   77389    88    822   3                
5885  57  60  95  96   141.25   238.00   77389   100   1249   3                
5886  57  61  97  98   141.25   242.00   77389   100   1645   3                
5887  57  62  99  99   141.25   246.00   77389   100   1280   4                
5888  57  63 100 101   141.25   250.00   77389   100    701   4                
5889  57  64 102 102   141.25   254.00   77389   100    579   4                
5890  57  65 103 104   141.25   258.00   77389   100    518   4                
5891  57  66 105 106   141.25   262.00   77389    89    243   3                
5892  57  67 107 107   141.25   266.00   77389   100    274   3                
5893  57  68 108 109   141.25   270.00   77389   100    304   3                
5894  57  69 110 110   141.25   274.00   77389   100    182   5                
5895  57  70 111 112   141.25   278.00   77389    89     60   5                
5896  57  71 113 114   141.25   282.00   77389    89    121   3                
5897  57  72 115 115   141.25   286.00   77389   100    396   3                
5898  57  73 116 117   141.25   290.00   77389   100    548   3                
5899  57  74 118 118   141.25   294.00   77389    96    487   3                
5900  57  75 119 120   141.25   298.00   77389    94    335   3                
5901  57  76 121 122   141.25   302.00   77389    70    152   3                
5902  57  77 123 123   141.25   306.00   77389     6      0   0                
5903  57  78 124 125   141.25   310.00   77389     0      0   0                
5904  57  79 126 126   141.25   314.00   77389     0      0   0                
5905  57  80 127 128   141.25   318.00   77389     0      0   0                
5906  57  81 129 130   141.25   322.00   77389     0      0   0                
5907  57  82 131 131   141.25   326.00   77389     0      0   0                
5908  57  83 132 133   141.25   330.00   77389     0      0   0                
5909  57  84 134 134   141.25   334.00   77389     0      0   0                
5910  57  85 135 136   141.25   338.00   77389     0      0   0                
5911  57  86 137 138   141.25   342.00   77389     0      0   0                
5912  57  87 139 139   141.25   346.00   77389     0      0   0                
5913  57  88 140 141   141.25   350.00   77389    19     30   0                
5914  57  89 142 142   141.25   354.00   77389    22      0   0                
5915  57  90 143 144   141.25   358.00   77389    74     91   2                
5916  58   1   1   2   143.75     2.12   77412    10      0   0                
5917  58   2   3   3   143.75     6.35   77412    33      0   0                
5918  58   3   4   5   143.75    10.59   77412    85     30   2                
5919  58   4   6   7   143.75    14.82   77412    74     30   0                
5920  58   5   8   8   143.75    19.06   77412    92     60   2                
5921  58   6   9  10   143.75    23.29   77412   100     91   2                
5922  58   7  11  12   143.75    27.53   77412   100    152   2                
5923  58   8  13  14   143.75    31.76   77412   100    152   2                
5924  58   9  15  15   143.75    36.00   77412   100    182   2                
5925  58  10  16  17   143.75    40.24   77412   100    152   4                
5926  58  11  18  19   143.75    44.47   77412   100    152   2                
5927  58  12  20  20   143.75    48.71   77412   100    121   2                
5928  58  13  21  22   143.75    52.94   77412   100    152   4                
5929  58  14  23  24   143.75    57.18   77412   100    396   4                
5930  58  15  25  25   143.75    61.41   77412   100    243   4                
5931  58  16  26  27   143.75    65.65   77412   100    152   4                
5932  58  17  28  29   143.75    69.88   77412   100    182   4                
5933  58  18  30  30   143.75    74.12   77412   100     91   4                
5934  58  19  31  32   143.75    78.35   77412   100     91   4                
5935  58  20  33  34   143.75    82.59   77412   100    182   4                
5936  58  21  35  36   143.75    86.82   77412   100    426   3                
5937  58  22  37  37   143.75    91.06   77412   100    670   4                
5938  58  23  38  39   143.75    95.29   77412   100   1188   3                
5939  58  24  40  41   143.75    99.53   77412   100   1127   3                
5940  58  25  42  42   143.75   103.76   77412   100    609   3                
5941  58  26  43  44   143.75   108.00   77412    79    822   0                
5942  58  27  45  46   143.75   112.24   77412   100   1188   2                
5943  58  28  47  47   143.75   116.47   77412   100    944   2                
5944  58  29  48  49   143.75   120.71   77412   100    761   2                
5945  58  30  50  51   143.75   124.94   77412   100    518   2                
5946  58  31  52  53   143.75   129.18   77412   100    396   2                
5947  58  32  54  54   143.75   133.41   77412    99    701   2                
5948  58  33  55  56   143.75   137.65   77412    73    152   2                
5949  58  34  57  58   143.75   141.88   77412    37     30   0                
5950  58  35  59  59   143.75   146.12   77412     0      0   0                
5951  58  36  60  61   143.75   150.35   77412     0      0   0                
5952  58  37  62  63   143.75   154.59   77412    21      0   0                
5953  58  38  64  64   143.75   158.82   77412    75    426   3                
5954  58  39  65  66   143.75   163.06   77412     6      0   0                
5955  58  40  67  68   143.75   167.29   77412     3      0   0                
5956  58  41  69  69   143.75   171.53   77412     4      0   0                
5957  58  42  70  71   143.75   175.76   77412     0      0   0                
5958  58  43  72  73   143.75   180.00   77412     0      0   0                
5959  58  44  74  75   143.75   184.24   77412     0      0   0                
5960  58  45  76  76   143.75   188.47   77412     0      0   0                
5961  58  46  77  78   143.75   192.71   77412    12      0   0                
5962  58  47  79  80   143.75   196.94   77412     8      0   0                
5963  58  48  81  81   143.75   201.18   77412     0      0   0                
5964  58  49  82  83   143.75   205.41   77412     0      0   0                
5965  58  50  84  85   143.75   209.65   77412     0      0   0                
5966  58  51  86  86   143.75   213.88   77412     0      0   0                
5967  58  52  87  88   143.75   218.12   77412     0      0   0                
5968  58  53  89  90   143.75   222.35   77412     0      0   0                
